1|KEJADIAN 1:3|ⓐ Berfirmanlah Allah: “Jadilah terang.” Lalu terang itu jadi.
2|KEJADIAN 1:4|Allah melihat bahwa terang itu baik, lalu dipisahkan-Nyalah terang itu dari gelap.
3|KEJADIAN 1:5|Dan Allah menamai terang itu siang, dan gelap itu malam. Jadilah petang dan jadilah pagi, itulah hari pertama.
4|KEJADIAN 1:8|Lalu Allah menamai cakrawala itu langit. Jadilah petang dan jadilah pagi, itulah hari kedua.
5|KEJADIAN 1:13|Jadilah petang dan jadilah pagi, itulah hari ketiga.
6|KEJADIAN 1:18|dan untuk menguasai siang dan malam, dan untuk memisahkan terang dari gelap. Allah melihat bahwa semuanya itu baik.
7|KEJADIAN 1:19|Jadilah petang dan jadilah pagi, itulah hari keempat.
8|KEJADIAN 1:23|Jadilah petang dan jadilah pagi, itulah hari kelima.
9|KEJADIAN 1:31|Maka Allah melihat segala yang dijadikan-Nya itu, sungguh amat baik. Jadilah petang dan jadilah pagi, itulah hari keenam.
10|KEJADIAN 2:22|Dan dari rusuk yang diambil TUHAN Allah dari manusia itu, dibangun-Nyalah seorang perempuan, lalu dibawa-Nya kepada manusia itu.
11|KEJADIAN 15:12|Menjelang matahari terbenam, tertidurlah Abram dengan nyenyak. Lalu turunlah meliputinya gelap gulita yang mengerikan.
12|KEJADIAN 15:17|Ketika matahari telah terbenam, dan hari menjadi gelap, maka kelihatanlah perapian yang berasap beserta suluh yang berapi lewat di antara potongan-potongan daging itu.
13|KEJADIAN 19:1|Kedua malaikat itu tiba di Sodom pada waktu petang. Lot sedang duduk di pintu gerbang Sodom dan ketika melihat mereka, bangunlah ia menyongsong mereka, lalu sujud dengan mukanya sampai ke tanah,
14|KEJADIAN 19:15|Ketika fajar telah menyingsing, kedua malaikat itu mendesak Lot, supaya bersegera, katanya: “Bangunlah, bawalah isterimu dan kedua anakmu yang ada di sini, supaya engkau jangan mati lenyap karena kedurjanaan kota ini.”
15|KEJADIAN 19:23|Matahari telah terbit menyinari bumi, ketika Lot tiba di Zoar.
16|KEJADIAN 19:27|Ketika Abraham pagi-pagi pergi ke tempat ia berdiri di hadapan TUHAN itu,
17|KEJADIAN 19:33|Pada malam itu mereka memberi ayah mereka minum anggur, lalu masuklah yang lebih tua untuk tidur dengan ayahnya; dan ayahnya itu tidak mengetahui ketika anaknya itu tidur dan ketika ia bangun.
18|KEJADIAN 19:35|Demikianlah juga pada malam itu mereka memberi ayah mereka minum anggur, lalu bangunlah yang lebih muda untuk tidur dengan ayahnya; dan ayahnya itu tidak mengetahui ketika anaknya itu tidur dan ketika ia bangun.
19|KEJADIAN 20:8|Keesokan harinya pagi-pagi Abimelekh memanggil semua hambanya dan memberitahukan seluruh peristiwa itu kepada mereka, lalu sangat takutlah orang-orang itu.
20|KEJADIAN 21:18|Bangunlah, angkatlah anak itu, dan bimbinglah dia, sebab Aku akan membuat dia menjadi bangsa yang besar.”
21|KEJADIAN 23:7|Kemudian bangunlah Abraham lalu sujud kepada bani Het, penduduk negeri itu,
22|KEJADIAN 24:54|Sesudah itu makan dan minumlah mereka, ia dan orang-orang yang bersama-sama dengan dia, dan mereka bermalam di situ. Paginya sesudah mereka bangun, berkatalah hamba itu: “Lepaslah aku pulang kepada tuanku.”
23|KEJADIAN 26:31|Keesokan harinya pagi-pagi bersumpah-sumpahanlah mereka. Kemudian Ishak melepas mereka, dan mereka meninggalkan dia dengan damai.
24|KEJADIAN 27:19|Kata Yakub kepada ayahnya: “Akulah Esau, anak sulungmu. Telah kulakukan, seperti yang bapa katakan kepadaku. Bangunlah, duduklah dan makanlah daging buruan masakanku ini, agar bapa memberkati aku.”
