1|KEJADIAN 2:2|ⓐ Ketika Allah pada hari ketujuh telah menyelesaikan pekerjaan yang dibuat-Nya itu, berhentilah Ia pada hari ketujuh dari segala pekerjaan yang telah dibuat-Nya itu.
2|KEJADIAN 2:3|Lalu Allah memberkati hari ketujuh itu dan menguduskannya, karena pada hari itulah Ia berhenti dari segala pekerjaan penciptaan yang telah dibuat-Nya itu.
3|KEJADIAN 2:5|belum ada semak apa pun di bumi, belum timbul tumbuh-tumbuhan apa pun di padang, sebab TUHAN Allah belum menurunkan hujan ke bumi, dan belum ada orang untuk mengusahakan tanah itu;
4|KEJADIAN 2:15|TUHAN Allah mengambil manusia itu dan menempatkannya dalam taman Eden untuk mengusahakan dan memelihara taman itu.
5|KEJADIAN 3:23|Lalu TUHAN Allah mengusir dia dari taman Eden supaya ia mengusahakan tanah dari mana ia diambil.
6|KEJADIAN 4:12|Apabila engkau mengusahakan tanah itu, maka tanah itu tidak akan memberikan hasil sepenuhnya lagi kepadamu; engkau menjadi seorang pelarian dan pengembara di bumi.”
7|KEJADIAN 5:29|dan memberi nama Nuh kepadanya, katanya: “Anak ini akan memberi kepada kita penghiburan dalam pekerjaan kita yang penuh susah payah di tanah yang telah terkutuk oleh TUHAN.”
8|KEJADIAN 11:6|dan Ia berfirman: “Mereka ini satu bangsa dengan satu bahasa untuk semuanya. Ini barulah permulaan usaha mereka; mulai dari sekarang apa pun juga yang mereka rencanakan, tidak ada yang tidak akan dapat terlaksana.
9|KEJADIAN 15:6|ⓑ Lalu percayalah Abram kepada TUHAN, maka TUHAN memperhitungkan hal itu kepadanya sebagai kebenaran.
10|KEJADIAN 18:24|Bagaimana sekiranya ada lima puluh orang benar dalam kota itu? Apakah Engkau akan melenyapkan tempat itu dan tidakkah Engkau mengampuninya karena kelima puluh orang benar yang ada di dalamnya itu?
11|KEJADIAN 27:40|Engkau akan hidup dari pedangmu dan engkau akan menjadi hamba adikmu. Tetapi akan terjadi kelak, apabila engkau berusaha sungguh-sungguh, maka engkau akan melemparkan kuk itu dari tengkukmu.”
12|KEJADIAN 30:29|Sahut Yakub kepadanya: “Engkau sendiri tahu, bagaimana aku bekerja padamu, dan bagaimana keadaan ternakmu dalam penjagaanku,
13|KEJADIAN 33:11|Terimalah kiranya pemberian tanda salamku ini, yang telah kubawa kepadamu, sebab Allah telah memberi karunia kepadaku dan aku pun mempunyai segala-galanya.” Lalu dibujuk-bujuknyalah Esau, sehingga diterimanya.
14|KEJADIAN 37:20|Sekarang, marilah kita bunuh dia dan kita lemparkan ke dalam salah satu sumur ini, lalu kita katakan: seekor binatang buas telah menerkamnya. Dan kita akan lihat nanti, bagaimana jadinya mimpinya itu!”
15|KEJADIAN 39:2|ⓐ Tetapi TUHAN menyertai Yusuf, sehingga ia menjadi seorang yang selalu berhasil dalam pekerjaannya; maka tinggallah ia di rumah tuannya, orang Mesir itu.
16|KEJADIAN 39:4|maka Yusuf mendapat kasih tuannya, dan ia boleh melayani dia; kepada Yusuf diberikannya kuasa atas rumahnya dan segala miliknya diserahkannya pada kekuasaan Yusuf.
17|KEJADIAN 39:11|Pada suatu hari masuklah Yusuf ke dalam rumah untuk melakukan pekerjaannya, sedang dari seisi rumah itu seorang pun tidak ada di rumah.
18|KEJADIAN 39:22|Sebab itu kepala penjara mempercayakan semua tahanan dalam penjara itu kepada Yusuf, dan segala pekerjaan yang harus dilakukan di situ, dialah yang mengurusnya.
19|KEJADIAN 39:23|Dan kepala penjara tidak mencampuri segala yang dipercayakannya kepada Yusuf, karena TUHAN menyertai dia dan apa yang dikerjakannya dibuat TUHAN berhasil.
20|KEJADIAN 40:4|Kepala pengawal raja menempatkan Yusuf bersama-sama dengan mereka untuk melayani mereka. Demikianlah mereka ditahan beberapa waktu lamanya.
21|KEJADIAN 41:33|Oleh sebab itu, baiklah tuanku Firaun mencari seorang yang berakal budi dan bijaksana, dan mengangkatnya menjadi kuasa atas tanah Mesir.
22|KEJADIAN 41:39|Kata Firaun kepada Yusuf: “Oleh karena Allah telah memberitahukan semuanya ini kepadamu, tidaklah ada orang yang demikian berakal budi dan bijaksana seperti engkau.
23|KEJADIAN 45:26|Mereka menceritakan kepadanya: “Yusuf masih hidup, bahkan dialah yang menjadi kuasa atas seluruh tanah Mesir.” Tetapi hati Yakub tetap dingin, sebab ia tidak dapat mempercayai mereka.
24|KEJADIAN 46:33|Apabila Firaun memanggil kamu dan bertanya: Apakah pekerjaanmu?
25|KEJADIAN 47:3|Firaun bertanya kepada saudara-saudara Yusuf itu: “Apakah pekerjaanmu?” Jawab mereka kepada Firaun: “Hamba-hambamu ini gembala domba, baik kami maupun nenek moyang kami.”
26|KELUARAN 1:14|dan memahitkan hidup mereka dengan pekerjaan yang berat, yaitu mengerjakan tanah liat dan batu bata, dan berbagai-bagai pekerjaan di padang, ya segala pekerjaan yang dengan kejam dipaksakan orang Mesir kepada mereka itu.
27|KELUARAN 4:1|Lalu sahut Musa: “Bagaimana jika mereka tidak percaya kepadaku dan tidak mendengarkan perkataanku, melainkan berkata: TUHAN tidak menampakkan diri kepadamu?”
28|KELUARAN 4:5|— “supaya mereka percaya, bahwa TUHAN, Allah nenek moyang mereka, Allah Abraham, Allah Ishak dan Allah Yakub telah menampakkan diri kepadamu.”
29|KELUARAN 4:8|“Jika mereka tidak percaya kepadamu dan tidak mengindahkan tanda mujizat yang pertama, maka mereka akan percaya kepada tanda mujizat yang kedua.
30|KELUARAN 4:31|Lalu percayalah bangsa itu, dan ketika mereka mendengar, bahwa TUHAN telah mengindahkan orang Israel dan telah melihat kesengsaraan mereka, maka berlututlah mereka dan sujud menyembah.
31|KELUARAN 5:4|Tetapi raja Mesir berkata kepada mereka: “Musa dan Harun, mengapakah kamu bawa-bawa bangsa ini melalaikan pekerjaannya? Pergilah melakukan pekerjaanmu!”
32|KELUARAN 5:9|Pekerjaan orang-orang ini harus diperberat, sehingga mereka terikat kepada pekerjaannya dan jangan mempedulikan perkataan dusta.”
33|KELUARAN 5:11|Pergilah kamu sendiri mengambil jerami, di mana saja kamu mendapatnya, tetapi pekerjaanmu sedikit pun tidak boleh kurang.”
34|KELUARAN 5:13|Dan pengerah-pengerah itu mendesak mereka dengan berkata: “Selesaikan pekerjaanmu, yaitu tugas sehari, seperti pada waktu ada jerami.”
35|KELUARAN 6:11|Tetapi Musa berkata di hadapan TUHAN: “Orang Israel sendiri tidak mendengarkan aku, bagaimanakah mungkin Firaun akan mendengarkan aku, aku seorang yang tidak petah lidahnya!”
36|KELUARAN 6:29|Tetapi Musa berkata di hadapan TUHAN: “Bukankah aku ini seorang yang tidak petah lidahnya, bagaimanakah mungkin Firaun akan mendengarkan aku?”
37|KELUARAN 10:2|dan supaya engkau dapat menceriterakan kepada anak cucumu, bagaimana Aku mempermain-mainkan orang Mesir dan tanda-tanda mujizat mana yang telah Kulakukan di antara mereka, supaya kamu mengetahui, bahwa Akulah TUHAN.”
38|KELUARAN 14:31|Ketika dilihat oleh orang Israel, betapa besarnya perbuatan yang dilakukan TUHAN terhadap orang Mesir, maka takutlah bangsa itu kepada TUHAN dan mereka percaya kepada TUHAN dan kepada Musa, hamba-Nya itu.
