1|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
2|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
3|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
4|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
5|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
6|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
7|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
8|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
9|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
10|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
11|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
12|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
13|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
14|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
15|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
16|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
17|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
18|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
19|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
20|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
21|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
22|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
23|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
24|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
25|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
26|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
27|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
28|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
29|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
30|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
31|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
32|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
33|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
34|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
35|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
36|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
37|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
38|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
39|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
40|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
41|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
42|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
43|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
44|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
45|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
46|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
47|MAZMUR 4:9|Dengan tenteram aku akan membaringkan diri.
48|YESAYA 26:3|Yang hatinya teguh Kaujagai dalam damai sejahtera.
49|MAZMUR 127:2|Tuhan memberikan kepada yang dikasihi-Nya pada waktu tidur.
